id,title,description,availability,condition,price,sale_price,link,image_link,brand,fb_product_category,gender,age_group,material,rich_text_description
2105,Перли,"Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)  Елемент: Вода.  Приділити максимум уваги: сексуальність, емоції творча реалізація.  Спрямованість дії: гнучкість, мінливість, сприйнятливість.  Що блокус: почуття провини.      Магічні властивості:      	﻿﻿Посилюють жіночі якості;  	Зміцнюють сімейне щастя;  	﻿﻿Захищають від заздрощів;  	﻿﻿Приносять у життя радість і легкість;  	﻿﻿Знімають емоційні блоки.      Фізичні властивості:      	﻿﻿Покращують репродуктивну функцію;  	﻿﻿Полегшують пологи;  	﻿﻿Посилюють сексуальність;  	﻿﻿Знімають напругу;  	﻿﻿Допомагають зосередити думки.      Емоційні властивості:      	﻿﻿Сприяють контролю за емоціями;  	﻿﻿Позбавляють роздратування;  	﻿﻿Пробуджують сентиментальність та емоційність;  	﻿﻿Посилюють емоційне сприйняття;  	﻿﻿Покращують чутливість.      Ціни вказані без підвісок.&nbsp;Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"990 UAH",,http://localhost:8080/product/braslety/2105-zhemchug,http://localhost:8080/files/media_image/2022/10/635c33867bcad_img-6257.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Циркон, Перли, Срібло","<p><strong>Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)</strong><br />  <strong>Елемент: Вода.<br />  Приділити максимум уваги: сексуальність, емоції творча реалізація.<br />  Спрямованість дії: гнучкість, мінливість, сприйнятливість.<br />  Що блокус: почуття провини.</strong></p>    <p><br />  <strong>Магічні властивості:</strong></p>    <ul>  	<li>﻿﻿Посилюють жіночі якості;</li>  	<li>Зміцнюють сімейне щастя;</li>  	<li>﻿﻿Захищають від заздрощів;</li>  	<li>﻿﻿Приносять у життя радість і легкість;</li>  	<li>﻿﻿Знімають емоційні блоки.</li>  </ul>    <p><strong>Фізичні властивості:</strong></p>    <ul>  	<li>﻿﻿Покращують репродуктивну функцію;</li>  	<li>﻿﻿Полегшують пологи;</li>  	<li>﻿﻿Посилюють сексуальність;</li>  	<li>﻿﻿Знімають напругу;</li>  	<li>﻿﻿Допомагають зосередити думки.</li>  </ul>    <p><strong>Емоційні властивості:</strong></p>    <ul>  	<li>﻿﻿Сприяють контролю за емоціями;</li>  	<li>﻿﻿Позбавляють роздратування;</li>  	<li>﻿﻿Пробуджують сентиментальність та емоційність;</li>  	<li>﻿﻿Посилюють емоційне сприйняття;</li>  	<li>﻿﻿Покращують чутливість.</li>  </ul>    <p><strong>Ціни вказані без підвісок.&nbsp;Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2104,"Перли, гематит срібло","Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)  Елемент: Вода.  Приділити максимум уваги: сексуальність, емоції творча реалізація.  Спрямованість дії: гнучкість, мінливість, сприйнятливість.  Що блокус: почуття провини.      Магічні властивості:      	﻿﻿Посилюють жіночі якості;  	Зміцнюють сімейне щастя;  	﻿﻿Захищають від заздрощів;  	﻿﻿Приносять у життя радість і легкість;  	﻿﻿Знімають емоційні блоки.      Фізичні властивості:      	﻿﻿Покращують репродуктивну функцію;  	﻿﻿Полегшують пологи;  	﻿﻿Посилюють сексуальність;  	﻿﻿Знімають напругу;  	﻿﻿Допомагають зосередити думки.      Емоційні властивості:      	﻿﻿Сприяють контролю за емоціями;  	﻿﻿Позбавляють роздратування;  	﻿﻿Пробуджують сентиментальність та емоційність;  	﻿﻿Посилюють емоційне сприйняття;  	﻿﻿Покращують чутливість.      Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"5880 UAH","5762 UAH",http://localhost:8080/product/nabory/2104-zhemchug-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c3270ea7e7_img-6260.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гематит, Циркон, Перли, Срібло","<p><strong>Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)</strong><br />  <strong>Елемент: Вода.<br />  Приділити максимум уваги: сексуальність, емоції творча реалізація.<br />  Спрямованість дії: гнучкість, мінливість, сприйнятливість.<br />  Що блокус: почуття провини.</strong></p>    <p><br />  <strong>Магічні властивості:</strong></p>    <ul>  	<li>﻿﻿Посилюють жіночі якості;</li>  	<li>Зміцнюють сімейне щастя;</li>  	<li>﻿﻿Захищають від заздрощів;</li>  	<li>﻿﻿Приносять у життя радість і легкість;</li>  	<li>﻿﻿Знімають емоційні блоки.</li>  </ul>    <p><strong>Фізичні властивості:</strong></p>    <ul>  	<li>﻿﻿Покращують репродуктивну функцію;</li>  	<li>﻿﻿Полегшують пологи;</li>  	<li>﻿﻿Посилюють сексуальність;</li>  	<li>﻿﻿Знімають напругу;</li>  	<li>﻿﻿Допомагають зосередити думки.</li>  </ul>    <p><strong>Емоційні властивості:</strong></p>    <ul>  	<li>﻿﻿Сприяють контролю за емоціями;</li>  	<li>﻿﻿Позбавляють роздратування;</li>  	<li>﻿﻿Пробуджують сентиментальність та емоційність;</li>  	<li>﻿﻿Посилюють емоційне сприйняття;</li>  	<li>﻿﻿Покращують чутливість.</li>  </ul>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2103,"Перли, гематит срібло","Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)  Елемент: Вода.  Приділити максимум уваги: сексуальність, емоції творча реалізація.  Спрямованість дії: гнучкість, мінливість, сприйнятливість.  Що блокус: почуття провини.      Магічні властивості:      	﻿﻿Посилюють жіночі якості;  	Зміцнюють сімейне щастя;  	﻿﻿Захищають від заздрощів;  	﻿﻿Приносять у життя радість і легкість;  	﻿﻿Знімають емоційні блоки.      Фізичні властивості:      	﻿﻿Покращують репродуктивну функцію;  	﻿﻿Полегшують пологи;  	﻿﻿Посилюють сексуальність;  	﻿﻿Знімають напругу;  	﻿﻿Допомагають зосередити думки.      Емоційні властивості:      	﻿﻿Сприяють контролю за емоціями;  	﻿﻿Позбавляють роздратування;  	﻿﻿Пробуджують сентиментальність та емоційність;  	﻿﻿Посилюють емоційне сприйняття;  	﻿﻿Покращують чутливість.      Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"5880 UAH","5762 UAH",http://localhost:8080/product/nabory/2103-zhemchug-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c304467ab9_img-6255.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гематит, Циркон, Перли, Срібло","<p><strong>Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)</strong><br />  <strong>Елемент: Вода.<br />  Приділити максимум уваги: сексуальність, емоції творча реалізація.<br />  Спрямованість дії: гнучкість, мінливість, сприйнятливість.<br />  Що блокус: почуття провини.</strong></p>    <p><br />  <strong>Магічні властивості:</strong></p>    <ul>  	<li>﻿﻿Посилюють жіночі якості;</li>  	<li>Зміцнюють сімейне щастя;</li>  	<li>﻿﻿Захищають від заздрощів;</li>  	<li>﻿﻿Приносять у життя радість і легкість;</li>  	<li>﻿﻿Знімають емоційні блоки.</li>  </ul>    <p><strong>Фізичні властивості:</strong></p>    <ul>  	<li>﻿﻿Покращують репродуктивну функцію;</li>  	<li>﻿﻿Полегшують пологи;</li>  	<li>﻿﻿Посилюють сексуальність;</li>  	<li>﻿﻿Знімають напругу;</li>  	<li>﻿﻿Допомагають зосередити думки.</li>  </ul>    <p><strong>Емоційні властивості:</strong></p>    <ul>  	<li>﻿﻿Сприяють контролю за емоціями;</li>  	<li>﻿﻿Позбавляють роздратування;</li>  	<li>﻿﻿Пробуджують сентиментальність та емоційність;</li>  	<li>﻿﻿Посилюють емоційне сприйняття;</li>  	<li>﻿﻿Покращують чутливість.</li>  </ul>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2102,Перли,"Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)  Елемент: Вода.  Приділити максимум уваги: сексуальність, емоції творча реалізація.  Спрямованість дії: гнучкість, мінливість, сприйнятливість.  Що блокус: почуття провини.      Магічні властивості:      	﻿﻿Посилюють жіночі якості;  	Зміцнюють сімейне щастя;  	﻿﻿Захищають від заздрощів;  	﻿﻿Приносять у життя радість і легкість;  	﻿﻿Знімають емоційні блоки.      Фізичні властивості:      	﻿﻿Покращують репродуктивну функцію;  	﻿﻿Полегшують пологи;  	﻿﻿Посилюють сексуальність;  	﻿﻿Знімають напругу;  	﻿﻿Допомагають зосередити думки.      Емоційні властивості:      	﻿﻿Сприяють контролю за емоціями;  	﻿﻿Позбавляють роздратування;  	﻿﻿Пробуджують сентиментальність та емоційність;  	﻿﻿Посилюють емоційне сприйняття;  	﻿﻿Покращують чутливість.      Ціни вказані без підвісок.&nbsp;Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"1160 UAH",,http://localhost:8080/product/braslety/2102-zhemchug,http://localhost:8080/files/media_image/2022/10/635c318db735c_img-6252.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Циркон, Перли, Срібло","<p><strong>Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)</strong><br />  <strong>Елемент: Вода.<br />  Приділити максимум уваги: сексуальність, емоції творча реалізація.<br />  Спрямованість дії: гнучкість, мінливість, сприйнятливість.<br />  Що блокус: почуття провини.</strong></p>    <p><br />  <strong>Магічні властивості:</strong></p>    <ul>  	<li>﻿﻿Посилюють жіночі якості;</li>  	<li>Зміцнюють сімейне щастя;</li>  	<li>﻿﻿Захищають від заздрощів;</li>  	<li>﻿﻿Приносять у життя радість і легкість;</li>  	<li>﻿﻿Знімають емоційні блоки.</li>  </ul>    <p><strong>Фізичні властивості:</strong></p>    <ul>  	<li>﻿﻿Покращують репродуктивну функцію;</li>  	<li>﻿﻿Полегшують пологи;</li>  	<li>﻿﻿Посилюють сексуальність;</li>  	<li>﻿﻿Знімають напругу;</li>  	<li>﻿﻿Допомагають зосередити думки.</li>  </ul>    <p><strong>Емоційні властивості:</strong></p>    <ul>  	<li>﻿﻿Сприяють контролю за емоціями;</li>  	<li>﻿﻿Позбавляють роздратування;</li>  	<li>﻿﻿Пробуджують сентиментальність та емоційність;</li>  	<li>﻿﻿Посилюють емоційне сприйняття;</li>  	<li>﻿﻿Покращують чутливість.</li>  </ul>    <p><strong>Ціни вказані без підвісок.&nbsp;Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2101,Перли,"Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)  Елемент: Вода.  Приділити максимум уваги: сексуальність, емоції творча реалізація.  Спрямованість дії: гнучкість, мінливість, сприйнятливість.  Що блокус: почуття провини.      Магічні властивості:      	﻿﻿Посилюють жіночі якості;  	Зміцнюють сімейне щастя;  	﻿﻿Захищають від заздрощів;  	﻿﻿Приносять у життя радість і легкість;  	﻿﻿Знімають емоційні блоки.      Фізичні властивості:      	﻿﻿Покращують репродуктивну функцію;  	﻿﻿Полегшують пологи;  	﻿﻿Посилюють сексуальність;  	﻿﻿Знімають напругу;  	﻿﻿Допомагають зосередити думки.      Емоційні властивості:      	﻿﻿Сприяють контролю за емоціями;  	﻿﻿Позбавляють роздратування;  	﻿﻿Пробуджують сентиментальність та емоційність;  	﻿﻿Посилюють емоційне сприйняття;  	﻿﻿Покращують чутливість.      Ціни вказані без підвісок.&nbsp;Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"1190 UAH",,http://localhost:8080/product/braslety/2101-zhemchug,http://localhost:8080/files/media_image/2022/10/635c304e9d4f5_img-6251.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Циркон, Перли, Срібло","<p><strong>Перли:&nbsp;СВАДХІСТАНА&nbsp; (2 чакра; сакральна)</strong><br />  <strong>Елемент: Вода.<br />  Приділити максимум уваги: сексуальність, емоції творча реалізація.<br />  Спрямованість дії: гнучкість, мінливість, сприйнятливість.<br />  Що блокус: почуття провини.</strong></p>    <p><br />  <strong>Магічні властивості:</strong></p>    <ul>  	<li>﻿﻿Посилюють жіночі якості;</li>  	<li>Зміцнюють сімейне щастя;</li>  	<li>﻿﻿Захищають від заздрощів;</li>  	<li>﻿﻿Приносять у життя радість і легкість;</li>  	<li>﻿﻿Знімають емоційні блоки.</li>  </ul>    <p><strong>Фізичні властивості:</strong></p>    <ul>  	<li>﻿﻿Покращують репродуктивну функцію;</li>  	<li>﻿﻿Полегшують пологи;</li>  	<li>﻿﻿Посилюють сексуальність;</li>  	<li>﻿﻿Знімають напругу;</li>  	<li>﻿﻿Допомагають зосередити думки.</li>  </ul>    <p><strong>Емоційні властивості:</strong></p>    <ul>  	<li>﻿﻿Сприяють контролю за емоціями;</li>  	<li>﻿﻿Позбавляють роздратування;</li>  	<li>﻿﻿Пробуджують сентиментальність та емоційність;</li>  	<li>﻿﻿Посилюють емоційне сприйняття;</li>  	<li>﻿﻿Покращують чутливість.</li>  </ul>    <p><strong>Ціни вказані без підвісок.&nbsp;Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2100,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"3530 UAH",,http://localhost:8080/product/nabory/2100-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c2ce68edfb_img-6336.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2099,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"6280 UAH","6154 UAH",http://localhost:8080/product/nabory/2099-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c2c09c85b8_img-6334.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2098,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"3530 UAH",,http://localhost:8080/product/nabory/2098-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c2b57f01c6_img-6331.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2097,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"4680 UAH","4586 UAH",http://localhost:8080/product/nabory/2097-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c2a28c2727_img-6329.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2096,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"6280 UAH","6154 UAH",http://localhost:8080/product/nabory/2096-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c290483426_img-6325.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2095,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"6280 UAH",,http://localhost:8080/product/nabory/2095-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c2817384bc_img-6323.png,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
2094,"Гранат, гематит срібло","Властивості Гранату:      	підвищує імунітет та скорочує період відновлення після сильних захворювань;  	допомагає від сильних головних болів;  	камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;  	допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.      Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.    Робимо індивідуально за обсягом Вашого зап&#39;ястя.    Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.","in stock",new,"6270 UAH","6145 UAH",http://localhost:8080/product/nabory/2094-granat-gematit-serebro,http://localhost:8080/files/media_image/2022/10/635c26c8bf194_img-6321.JPG,"Naturalstones Jewerly","Ювелирные украшения и часы > Ювелирные изделия > Браслеты",female,"all ages","Гранат, Гематит, Циркон, Срібло","<p><strong>Властивості Гранату:</strong></p>    <ul>  	<li>підвищує імунітет та скорочує період відновлення після сильних захворювань;</li>  	<li>допомагає від сильних головних болів;</li>  	<li>камінь сприяє хорошій роботі серцево-судинної та ендокринної систем;</li>  	<li>допомагає регулювати кров&#39;яний тиск, сприяє правильній роботі серцевого м&#39;яза.</li>  </ul>    <p><strong>Приймаємо індивідуальні замовлення, можна без фурнітури або з іншою підвіскою.</strong></p>    <p><strong>Робимо індивідуально за обсягом Вашого зап&#39;ястя.</strong></p>    <p><strong>Для індивідуального замовлення пишіть нам Telegram, Instagram, Viber<br />  або залиште повідомлення на сайті, ми із задоволенням проконсультуємо Вас докладніше.</strong></p>"
